jobTitle,position,description,skills,location,jobId,status,priority,priceType,workType,jobType,combined_text
Senior PeopleSoft Payroll Analyst,Senior PeopleSoft Payroll Anal,"Job Title: Senior PeopleSoft Payroll Analyst Experience: 4 to 8 Yrs Job Location: Bangalore Shift Time: Rotational Shifts (Including night shifts) Mode of work: Work from office Skills: PeopleSoft NA Payroll, SQL, SQR, COBOL. Notice Period: Immediate to max 15 days  Job Requirement:  Should have total 4+ years of relevant experience in PeopleSoft and at least 2 years of experience in NA Payroll. Should have worked on payroll for North America. Should be aware of tax updates, release patch and validating it. Should have worked on year end process. Should be able to debug payroll issues and have understanding of Cobol, AE and SQR processes used in payroll. Should be able to write SQL scripts for data migration and data correction. Should be able to create PS Queries for Reporting Should have excellent communication skills. Preferrable that candidate have good knowledge on various PeopleSoft Tools like Application Engine, SQR, COBOL, Components and Pages.","{""PeopleSoft NA Payroll"",SQL,SQR,COBOL}",{Bengaluru},JDSP7743,Active,High,INR,Work from Office,Permanent,job title senior peoplesoft payroll analyst experience yr job location bangalore shift time rotational shift including night shift mode work work office skill peoplesoft na payroll sql sqr cobol notice period immediate max day job requirement total year relevant experience peoplesoft least year experience na payroll worked payroll north america aware tax update release patch validating worked year end process able debug payroll issue understanding cobol ae sqr process used payroll able write sql script data migration data correction able create p query reporting excellent communication skill preferrable candidate good knowledge various peoplesoft tool like application engine sqr cobol component page peoplesoft na payroll sql sqr cobol
Senior PA - Accounts Payable,Senior PA - Accounts Payable,MANDATORY SKILLS  Research information to provide accurate and timely solutions to internal clients ,"{""Accounts Payable""}",{Bengaluru},JDSP9697,inActive,High,INR,Work from Office,Permanent,mandatory skill research information provide accurate timely solution internal client account payable
SQL Server DBA,SQL Server DBA,"Job Description Experience: 5 to 6 Yrs  Job Location: Bangalore (Work From Office for atleast first month)  Shift: 24 X 7  Notice Period: Immediate or Max 15 days  Communication: Good as client facing role Interview: Face to face interview  Skills Required:  Azure SQL DBA/ Azure SME: Must have expertise on Azure SQL Administration and Security for Small and medium size enterprises Azure cloud Platform as well as Migrating a Small and Databases from on-premises to AWS or AZURE cloud. Perform capacity planning, performance tuning, monitoring and optimization of the databases. Maintaining Database health and providing solution Extensive knowledge on Database migrations and Decommissioning Project Extensive knowledge on all kind of Replication request like Mirroring, Always on ,cluster ,HA etc. Good knowledge on storage and archiving procedures and implementing Data partition, Purging and archive Good knowledge on Software installation and Maintenance Good knowledge on Resolving and Troubl","{""Sql DBA"",OOPS,""DATA STRUCTURE""}",{Bengaluru},JDSS2591,Active,High,INR,Work from Office,Permanent,job description experience yr job location bangalore work office atleast first month shift x notice period immediate max day communication good client facing role interview face face interview skill required azure sql azure sme must expertise azure sql administration security small medium size enterprise azure cloud platform well migrating small database aws azure cloud perform capacity planning performance tuning monitoring optimization database maintaining database health providing solution extensive knowledge database migration decommissioning project extensive knowledge kind replication request like mirroring always cluster ha etc good knowledge storage archiving procedure implementing data partition purging archive good knowledge software installation maintenance good knowledge resolving troubl sql dba oops data structure
sr salesforce developer,Developer,"3 - 5yrs. of relevant Salesforce development experience.
Experience on the Salesforce Lightning Platform including Process Builder, Workflows, Lightning App Builder, etc.
Experience with Salesforce Development including Lightning Components, APEX, SOQL, and SOSL.
Experience with Pardot form/template development and integration.
Thorough with Community portal and customization.
Experience with assessing Salesforce patching and critical updates.
Certified as Salesforce platform developer and actively renewing.
Salesforce CPQ and Product/Price book configuration experience
Proficiency with Web Application Development including JavaScript, HTML and CSS – (Optional)
Proficiency with server side languages such as Python, Ruby, Java, PHP and .Net. – (Optional)
Experience with Technical Architecture for Salesforce.com
Excellent verbal communication skills.
Experience with DevOps and CI/CD technologies
Good problem-solving skills.
","{salesforce,Apex,SOQL,SOSL}",{Bangalore},JDSS4021,Active,High,INR,Work from Office,Permanent,relevant salesforce development experience experience salesforce lightning platform including process builder workflow lightning app builder etc experience salesforce development including lightning component apex soql sosl experience pardot development integration thorough community portal customization experience assessing salesforce patching critical update certified salesforce platform developer actively renewing salesforce cpq book configuration experience proficiency web application development including javascript html cs optional proficiency server side language python ruby java php optional experience technical architecture excellent verbal communication skill experience devops technology good skill salesforce apex soql sosl
Software testing QA,Technicalanalyst,Software engineer Technical QA cypress developer ,"{DEvops,cypress,javascript}",{hyderabad},JDST1123,closed,High,INR,Work from Office,Permanent,software engineer technical qa cypress developer devops cypress javascript
Senior Tech Analyst Linux system admin,LinuxSystemAdmin,"should have knowledge of Networking.
Handling file, directories, and users.
Installation and configuration of services and software components.
OS RHEL, Oracle Linux, Centos, UNIX AIX, others.
","{""shell scripting"",""Linux systems"",visualization,vmware,Networking,Patching,Oracle,Unix}",{bangalore},JDST3850,Active,High,INR,Work from Office,Permanent,knowledge networking handling file directory user installation configuration service software component o rhel oracle linux centos unix aix others shell scripting linux system visualization vmware networking patching oracle unix
Software Testing,Software Testing," • Worked with Service Virtualisation of Enterprise level API driven front and backend systems  • Expertise in testing methodologies, test techniques and agile QA practices  • Good communication skills of test status across engineering team and stakeholders  • Knowledge of Java, JavaScript, React, NodeJS, Spock, Selenium and mobile technologies  • Expertise with automated testing tools ( Selenium)  • Background in DevOps tooling for execution of automation tests such as Jenkins, GIT, PAAS, Monitoring / Log aggregation  • Line Management of squads various QA team members  • Experience of integrating test scripts into Continuous Integration Pipelines  • Working knowledge of JIRA / Confluence  • Understanding of complex Headless / Serverless front end testing requirements","{Automation,Selenium,java,API}","{""Bangalore, Hyderabad""}",JDST6002,Active,Medium,INR,Work from Office,Permanent,worked service virtualisation enterprise level api driven front backend system expertise testing methodology test technique agile qa practice good communication skill test status across engineering team stakeholder knowledge java javascript react nodejs spock selenium mobile technology expertise automated testing tool selenium background devops tooling execution automation test jenkins git paas monitoring log aggregation line management squad various qa team member experience integrating test script continuous integration pipeline working knowledge jira confluence understanding complex headless serverless front end testing requirement automation selenium java api
Senior technical analyst RPAUI path,Technicalanalyst,"2- 4 years Hands-on experience with independently developing UiPath RPA solutions
Experience in PDF, Email, Excel, website Automations using UiPath. 
Should be able to write/understand basic SQL
Should have experience in support and maintenance of production bots
Should be able to work independently end to end, right from automation feasibility, Design, coding, testing and deployment on automating the Process in the Automation Tool
Good knowledge or at least basic knowledge of technical skills in any coding language C#/Java, VB Script, Excel VBA (Excel Macros)
Experience in agile development practice","{RPA-UIpath,""Agile Framework"",SQL}",{Bangalore},JDST6314,Active,High,INR,Work from Office,Permanent,year experience independently developing uipath rpa solution experience pdf email excel website automation using uipath able basic sql experience support maintenance production bot able work independently end end right automation feasibility design coding testing deployment automating process automation tool good knowledge least basic knowledge technical skill coding language c vb script excel vba excel macro experience agile development practice agile framework sql
 Technical Systems Analyst ,Architect,"Must have GCP knowledge & expertise
· Must be able to write complex SQLs, generate reports and build visualizations. 
· Must to have knowledge in HANA, Spark, Informatica
·  Having GCP certification or Cloud experience is a plus
·  Having Hadoop knowledge/experience is a plus
·  Strong skills in Microsoft Excel and Power Point 
·  Good in documenting the requirements
·  Experience in working with both agile & waterfall methodologies 
·  Ability to analyze data and present outcomes in a way for management team to easily comprehend results
·Ability to gather, analyze, prioritize and present requirements
· Should be a fast learner and must be able to work with minimal supervision in a fast paced environment
·Ability to build relationships and influence to create a positive outcome
·Must possess strong written & verbal communication skills 
· Having scripting & coding experience","{HANA,Spark,Informatica,GCP}","{""Chennai/Bangalore,pune,mumbai""}",JDT3842,Active,Medium,INR,Work from Office,Contract Hire,must gcp knowledge expertise must able write complex sqls generate report build visualization must knowledge hana spark informatica gcp certification cloud experience plus hadoop plus strong skill microsoft excel power point good documenting requirement experience working agile waterfall methodology ability analyze data present outcome way management team easily comprehend result gather analyze prioritize present requirement fast learner must able work minimal supervision fast paced environment build relationship influence create positive outcome posse strong written verbal communication skill scripting coding experience hana spark informatica gcp
 Trainee ERP Consultant, Trainee ERP Consultant,"    Should have completed B.E / B.Tech / MBA with Finance will be added advantage
    Should have kn","{""SAP FICO"",ERP,""Microsoft Dynamics"",Workday,Peoplesoft,Netsuite}",{Bangalore},JDT5782,Active,High,INR,Work from Office,Permanent,completed mba finance added advantage kn sap fico erp microsoft dynamic workday peoplesoft netsuite
 Trainee Engineer - L2 ERP Support, Trainee Engineer - L2 ERP Support,"Required Skills:  Should have strong knowledge on SQL and OOPS Concepts Should have knowledge on Project life cycle. Good analytical skills required. Excellent problem-solving and communication skills Job Description:  Implementing ERP solutions for customers. Data migration, production support, report building They will work as Techno Functional consultant","{SQL,OOPS}",{Bangalore},JDT6786,Active,High,INR,Work from Office,Permanent,required skill strong knowledge sql oops concept knowledge project life cycle good analytical skill required excellent communication skill job description implementing erp solution customer data migration production support report building work techno functional consultant sql oops
Trainee Analyst ,Trainee Analyst,"Bachelor’s Degree in Computer Science or other specialization with relevant experience. 0-2 years of experience in developing SQL codein nMSSQL/Oracle/other RDBMS (If fresher then knowledge or certification should be good).0-2 years of experience in scripting language (Ex:Python...) (If Fresher then knowledge would be fine)
•Good in analytical and problem-solving skills• Excellent verbal and written communication skillsAbility to develop ETL pipelines in and out of data warehouse • Ability to develop scripts using python to do Extract, Load and Transform data• Ability to setup monitoring and provide production support for Data Warehouse issues such data load problems, transformation/translation problems etc.","{""Good communication skills"",""Stong analytical skills"",""client facing experience""}",{bangalore},JDTA1610,Active,High,INR,Work from Office,Permanent,bachelor degree computer science specialization relevant experience year experience developing sql codein rdbms fresher knowledge certification good year experience scripting language ex python fresher knowledge would fine analytical excellent verbal written communication skillsability develop etl pipeline data warehouse ability develop script using python extract load transform ability setup monitoring provide production support data warehouse issue data load problem problem etc good communication skill stong analytical skill client facing experience
Tech Analyst : QA Automation (Cypress) ,Tech Analyst : QA Automation (,"Skills:  
We are looking for a candidate with hands-on experience in Cypress testing tool
The candidate will be using Cypress to Build Test Automation frameworks using JavaScript and Node primarily.
The candidate is expected to use Cypress Automation frameworks to test API connectivity across the platform and their clients.

Roles and Responsibilities:
Requirements analysis and validation.
Defining and executing test strategies and scripts.
Experience Building Cypress Automation test using JavaScript
Experience with automated testing types, tools and techniques (Unit, Functional, Load etc.)
Experience with NodeJS and DevOps Environment (Azure / AWS) is a plus
Experience testing APIs and automating API tests (Rest /Swagger)
Experience with UI Automation of web applications using Cypress
Knowledge of API Testing tools such as Postman
Breaks down the problem into smaller parts to analyze and chooses the best course of action with available information.","{Cypress,JAVASCRIPT,""QA AUTOMATION""}",{Bangalore},JDTA1612,Active,High,INR,Work from Office,Permanent,skill looking candidate experience cypress testing tool candidate using cypress build test automation framework using javascript node primarily candidate expected use cypress automation framework test api connectivity across platform client role responsibility requirement analysis validation defining executing test strategy script experience building cypress automation test using javascript experience automated testing type tool technique unit functional load etc experience nodejs devops environment azure aws plus experience testing apis automating api test rest experience ui automation web application using cypress knowledge api testing tool postman break problem smaller part analyze chooses best course action available information cypress javascript qa automation
Technical Analyst - QA Automation,Tech Analyst - QA Automation,"Should have experience in Automation in UI and API.
Should be good in documentation.
Experience of Playwright/selenium at least for 1 year
Knowledge into NodeJs
Knowledge on YAML.
Good to have exposure to Docker and Kubernetes.
Good to have azure pipelines.
Knowledge of Restful API concepts.
Agile practices","{""automation testing"","" UI"","" API"","" GIT"","" JAVA"","" Nodejs""}",{Bangalore},JDTA2431,Active,High,INR,Work from Office,Permanent,experience automation ui api good documentation experience least year knowledge nodejs knowledge yaml good exposure docker kubernetes good azure pipeline knowledge restful api concept agile practice automation testing ui api git java nodejs
Technical Architect,Technicalarchitect,ghj,{ghj},{hj},JDTA5046,Active,Medium,INR,Work from Home,Contract,ghj ghj
Technical Analyst ETL,Technical Analyst ETL,"Essential Duties and Responsibilities: • Ability to develop ETL pipelines in and out of data warehouse • Ability to develop scripts using python to do Extract, Load and Transform data • Ability to setup monitoring and provide production support for Data Warehouse issues such data load problems, transformation/translation problems etc. • Ability to understand data transformation and translation requirements and which tools to leverage to get the job done • Ability to understand data pipelines and modern ways of automating data pipeline using cloud based and on-premises technologies • Communicate results to technical and non-technical audiences • Support continuous improvement • Performs other duties and responsibilities as assigned.   Experience and Skills: • Bachelor’s Degree in Computer Science or other specialization with relevant experience. • 2+ years of experience in developing SQL code in MS SQL/Oracle/others.... • 1+ years of experience in Python scripting language . 1+ years of","{ETL,SQL,Python,""Integration tool""}",{Bangalore},JDTA5486,Active,High,INR,Work from Office,Permanent,essential duty responsibility ability develop etl pipeline data warehouse ability develop script using python extract load transform data ability setup monitoring provide production support data warehouse issue data load problem problem etc ability understand data transformation translation requirement tool leverage get job done ability understand data pipeline modern way automating data pipeline using cloud based technology communicate result technical audience support continuous improvement performs duty responsibility assigned experience skill bachelor degree computer science specialization relevant experience year experience developing sql code m year experience python scripting language year etl sql python integration tool
Tech Analyst RPA developer,Technicalanalyst,"RPA Developer, you will be focused on building end to end automation process solutions that meets business requirements. You will work within project planning constraints. • RPA Developer, with general direction will be responsible for supporting the Sr. Developers in the proper assessment, requirements gathering, design, development, testing, delivery, and ongoing support of automated solutions using UI Path robotics platform. 
Key Accountabilities  RPA Developer 
•  Experience in RPA development implementation using Ui-PATH. • Design and develop RPA process solutions in accordance with standard Ui-Path design principles, conventions, and development best practice. Experience implementation of minimum 1 process using Ui-Path. • Good to have - coding experience in any of languages (eg: .net, VBA, SQL, HTML, C#).An aptitude for problem solving, with the ability to take a logical route to the source of an error. • Fully conversant with computing concepts and RPA development lifecycle","{""UI path"",RPA}",{Bangalore},JDTA5579,Active,High,INR,Work from Office,Permanent,rpa developer focused building end end automation process solution meet business requirement work within project planning constraint rpa developer general direction responsible supporting developer proper assessment requirement gathering design development testing delivery ongoing support automated solution using ui path robotics platform key accountability rpa developer experience rpa development implementation using design develop rpa process solution accordance standard design principle convention development best practice experience implementation minimum process using good coding experience language eg vba sql html c aptitude problem solving ability take logical route source error fully conversant computing concept rpa development lifecycle ui path rpa
Technical Analyst ETL Developer,Technical Analyst ETL Develope,"2+ years of ETL development using Informatica PowerCenter /IICS experience.
Should have done at least one project in end to end development of data pipelines
2+ years of experience in developing SQL code in Snowflake/Oracle/MS SQL.
Good knowledge about Business Intelligence, Data warehousing concepts and methodologies and Reporting tools
Experience designing complex ETLs extracting data through RDBMS, Flat file, XML files, Json sources
Should be able to analyse poorly performing queries/ETL mappings and provide suggestions to tune them.","{""ETL(Informatica PowerCenter /  IICS)"","" SQL Code"","" Oracle / Snowflake / SQLServer""}",{Bangalore},JDTA9771,Active,High,INR,Work from Office,Permanent,year etl development using informatica powercenter experience done least one project end end development data pipeline year experience developing sql code sql good knowledge business intelligence data warehousing concept methodology reporting tool experience designing complex etls extracting data rdbms flat file xml file json source able analyse poorly performing mapping provide suggestion tune etl informatica powercenter iics sql code oracle snowflake sqlserver
Technical Architect,Technicalarchitect,Should have knowledge on software architecture nd design,"{C#.NET,VB.NET,Xamarian(forms,android,ios)}",{bangalore},JDTA9914,Active,High,INR,Work from Office,Permanent,knowledge software architecture nd design c xamarian form android io
Technical Content Writer,Content writing,jnhcy,"{content,Saas}",{Mumbai/Pune},JDTC1272,Active,Medium,INR,Work from Office,Permanent,jnhcy content saas
Tableau developer,developer,"should have a demonstrated ability to design engaging and interactive business insights dashboards using Tableau and possesses the knowledge and experience on data visualization best practices, with a focus on 
enhancing user interaction and user experience.Work closely with Master Data Management (MDM) programmers to ensure data sources are accurate, available and analyzable.
Hands on with Tableau Desktop (dashboard creation, report authoring and troubleshooting, data source management).
Create and edit SQL queries within Tableau to build calculated fields.
Create interactive filters, parameters and calculations for preparing dashboards and worksheets in Tableau.
Build and publish interactive dashboards on Tableau Server. Collaborate with MDM programmers and QA analysts to test, clean, and standardized data to meet the business requirements.
Have the confidence to work cross-functionally with various departments including business stakeholders and technical personnel to exchange ideas.
Must have excellent verbal communications skills and documentation skills to maintain work flows and dashboard functionality.
to manage the lifecycle of Tableau analytics dashboards, including business requirements gathering, functional specification write-ups, prototyping, development, quality testing, user acceptance testing, roll-out and post-launch enhancements implementation.","{""BI analytics"",UI,""Data blending"",sql,Tableau}",{Remote},JDTD1410,Active,Medium,INR,Work from Home,Permanent,demonstrated ability design engaging interactive business insight dashboard using tableau posse knowledge experience data visualization best practice focus enhancing user interaction user closely master data management mdm programmer ensure data source accurate available analyzable hand tableau desktop dashboard creation report authoring troubleshooting data source management create edit sql query within tableau build calculated field create interactive filter parameter calculation preparing dashboard worksheet tableau build publish interactive dashboard tableau server collaborate mdm programmer qa analyst test clean standardized data meet business requirement confidence work various department including business stakeholder technical personnel exchange idea must excellent verbal communication skill documentation skill maintain work flow dashboard functionality manage lifecycle tableau analytics dashboard including business requirement gathering functional specification prototyping development quality testing user acceptance testing enhancement implementation bi analytics ui data blending sql tableau
Tech Delivery Manager,Technicaldeliverymanger,"Develop a detailed project plan and monitor progress.Scope project requirements and prepare budget estimates.Collaborate with internal teams to design, develop and implement IT Applications projects
Communicate project status, progress on deliverables, and issues to senior management in a timely manner
Deliver projects on time ensuring quality standards are met.Develop strong support documentation including risk logs and requirement specifications
Communicate with the team effectively and ensure all members are on board with delegated tasks.Highlight potential risks or malfunctions and actproactively to resolve issues.Act as the escalation point for all technical development issues specific to projects.Ensure strict adherence to efficient code management and tools used for project delivery.Capture and share best- practice knowledge amongst the team
Create an environment that promotes collaborative learning and collective ownership of responsibilities.","{""Project managemnt"",""Project Delivery Management"",""Technical documentation"",Resourcing,""Project planning management""}",{hyderabad},JDTD9558,inActive,High,INR,Work from Office,Permanent,develop detailed project plan monitor project requirement prepare budget internal team design develop implement application project communicate project status progress deliverable issue senior management timely manner deliver project time ensuring quality standard strong support documentation including risk log requirement specification communicate team effectively ensure member board delegated potential risk malfunction actproactively resolve escalation point technical development issue specific strict adherence efficient code management tool used project share practice knowledge amongst team create environment promotes collaborative learning collective ownership responsibility project managemnt project delivery management technical documentation resourcing project planning management
Trainee Engineer - L3 Support,L3 Support,"Essential Duties and Responsibilities:

•    Support and maintain PeopleSoft-based systems & databases

•    Perform the PeopleSoft & database maintenance activities

•    Perform Data/File/Project Migrations to the Production

•    Perform environment refreshes per scheduled window

•    Provide 24x7 problem management support when needed

•    Need to monitor and do timely escalations when needed

•    Demonstrate active participation in supporting project activities.

•    Resolve technical application-level problems remotely with minimal supervision.

•    Willingness to learn new technology as project requires

•    Work on different shifts on rotational basis.","{""Technical Suppport""}",{Bangalore},JDTE2265,Active,High,INR,Work from Office,Permanent,essential duty responsibility support maintain system database perform peoplesoft database maintenance activity perform migration production perform environment refreshes per scheduled window provide problem management support needed need monitor timely escalation needed demonstrate active participation supporting project activity resolve technical problem remotely minimal supervision willingness learn new technology project requires work different shift rotational basis technical suppport
Trainee Engineer,Java Developer ,"Job Description
Trainee Engineer :

Exp : Fresher to 1 year

* Should have completed B.E, B.Tech in Computer Science and Engg.

* Should have indepth Knowledge on Java, JavaScript, HTML and SQL scripts

* Should have knowledge on Project life cycle

* Excellent problem-solving and communication skills

* Flexibility - Willing to work in shifts 24/7.

Budget : 3LPA for freshers .

Mandatory skills to review : Java, Javascript, SQLscript, MicroSoft Office

","{java,javascript,html,sql}",{Bangalore},JDTE2288,Active,High,INR,Work from Office,Permanent,job description trainee engineer exp fresher year completed computer science engg indepth knowledge java javascript html sql script knowledge project life cycle excellent communication skill flexibility willing work shift budget fresher mandatory skill review java javascript sqlscript microsoft office java javascript html sql
Trainee Engineer SQL DBA,Trainee Engineer SQL DBA,Job Requirement:    Candidate should have Strong T-SQL knowledge Writing SQl queries Implement and m,"{""Sql DBA"","" IMPLEMENTATION"","" SQL"","" DBMS""}",{Bengaluru},JDTE4240,Active,High,INR,Work from Office,Permanent,job requirement candidate strong knowledge writing sql query implement sql dba implementation sql dbms
Trainee Engineer L One ERP,TraineeEngineer,"Job Description
Experience: 0 to 1 Year
Job Location: Bangalore
Shifts: Rotational Shifts
Education: Bachelor's or Master’s Degree in Computer Applications (BCA, MCA, BSC-CS, BE, Btech)
Salary : 2.75 LPA.
Required Skills:
Strong knowledge of SQL skills will be preferred.
We are looking for candidates who have very good written and verbal English communication skills.
Candidate should possess basic knowledge in any ERP application.
Candidate should have availability to work in rotational shifts, an attitude that is receptive to feedback, and ability to retain training concepts.
IT HelpDesk Support (non-voice/email/chat), with a strong customer interaction.
Job Role:
Candidate will be responsible to resolve ERP application/security related issues and address queries of the customers through e-mail and chat. Candidate will also be required to get on a call with Customers to troubleshoot issues.
Primary responsibilities are addressing/troubleshooting ERP application","{ERP,SQL}",{Bangalore},JDTE5160,Active,High,INR,Work from Office,Permanent,job description experience year job location bangalore shift rotational shift education bachelor master degree computer application bca mca btech salary lpa required skill strong knowledge sql skill preferred looking candidate good written verbal english communication skill candidate posse basic knowledge erp application candidate availability work rotational shift attitude receptive feedback ability retain training concept helpdesk support strong customer interaction job role candidate responsible resolve erp related issue address query customer chat candidate also required get call customer troubleshoot issue primary responsibility erp application erp sql
Trainee Engineer - Salesforce Developer,Trainee Engineer - Salesforce ,"Bachelor’s degree in Computer Science, Information Systems, or related field 6 Months to 2 years of experience as a SFDC administrator/developer with Sales Cloud and Service Knowledge with Eclipse IDE, Apex, Visualforce, Web Services, API, SOAP, process builder and VF flow. Knowledge with SOQL & SOSL languages Knowledge in SDLC process, Agile Scrum Methodology, and version control software like GIT, Jenkins, etc. Highly organized, deadline-driven individual with a can-do attitude   Job Description:   The Trainee Engineer will be part of the Salesforce team who develop CRM solutions to modernize and streamline client business processes and maintain Salesforce environments adopting best practices in collaboration with project stakeholders, development, and project managers.   Roles and Responsibilities   Contribute to the maintenance, configuration, and ongoing development of Salesforce platform Assist in managing, prioritizing, escalating, and resolving support requests Gathers detail r","{""SFDC administrator/developer""}",{Bangalore},JDTE5430,Active,Medium,INR,Work from Office,Permanent,bachelor degree computer science information system related field month year experience sfdc sale cloud service knowledge eclipse ide apex visualforce web service api soap process builder vf flow knowledge soql sosl language knowledge sdlc process agile scrum methodology version control software like git jenkins etc highly organized individual attitude job description trainee engineer part salesforce team develop crm solution modernize streamline client business process maintain salesforce environment adopting best practice collaboration project stakeholder development project manager role responsibility contribute maintenance configuration ongoing development salesforce platform assist managing prioritizing escalating resolving support request gather detail r sfdc
Trainee Engineer Netsuite ERP,Trainee Engineer Netsuite ERP,"Major technical skills:  •    SuiteScript/JavaScript •    HTML/XML •    Basic knowledge on Webservices (SOAP, WSDL, REST) •    SQL  Required Skills:  •    Should have completed B.E / B.Tech / MBA with Finance will be added advantage •    Should have knowledge on Project life cycle. •    Good analytical skills required. •    Excellent problem-solving and communication skills •    Certification in any ERP preferred (Netsuite is preferable / Microsoft Dynamics / Workday / SAP / Peoplesoft). Added Advantage. •    Flexibility - Willing to work in rotational shifts at the required basis but will work on regular day shift, can look for females also if they comfortable for rotational shifts.  Responsibilities:  •    Implementing ERP solutions for customers. •    Data migration, production support, report building •    They will work as Techno Functional consultant  Another preferred skills/knowledge: •    ERP process knowledge •    System integration •    Accounting","{SuiteScript/JavaScript,HTML/XML,""Basic knowledge on Webservices (SOAP"","" WSDL"","" REST)"",SQL,""Netsuite ERP""}",{Bengaluru},JDTE7754,Active,High,INR,Work from Office,Permanent,major technical skill basic knowledge webservices soap wsdl rest sql required skill completed mba finance added advantage knowledge project life cycle good analytical skill required excellent communication skill certification erp preferred netsuite preferable microsoft dynamic workday sap peoplesoft added advantage flexibility willing work rotational shift required basis work regular day shift look female also comfortable rotational shift responsibility implementing erp solution customer data migration production support report building work techno functional consultant another preferred erp process knowledge system integration accounting basic knowledge webservices soap wsdl rest sql netsuite erp
Technical Lead Project ManagerBackend,TechnicalLeadBackend,"Bachelors Degree
Experience in developing RESTful APIs for Web and Mobile applications
Proficient in Full Stack development with experience in designing solutions using
MongoDB, Node.js.Experience in different JavaScript frameworks (React, Angular,Vue).Experience with a CI/CD pipeline and deploying solutions in Cloud
Understanding of code versioning tools, such as Git
Familiar with serverless architecture (AWS lambda)
Knowledge of PHP and MySQL.
Minimum 5+ years’ experience as a cloud software developer.
Responsible Full Stack development. Work with Project Managers, developers and QA and deliver software as per business requirements.
Analyze and understand business requirements and prepare detailed design for Frontend,Backend and Database
Perform code and design reviews and guide the team in development.","{PHP,MySQL,MongoDB,""Restful APIS"",react,Angular,AWS,""Cloud software""}",{HyderabadVijayawada},JDTL2683,Active,High,INR,Work from Office,Permanent,bachelor degree experience developing restful apis web mobile application proficient full stack development experience designing solution using mongodb different javascript framework react angular vue pipeline deploying solution cloud understanding code versioning tool git familiar serverless architecture aws lambda knowledge php mysql minimum year experience cloud software developer responsible full stack development work project manager developer qa deliver software per business requirement analyze understand business requirement prepare detailed design frontend backend database perform code design review guide team development php mysql mongodb restful apis react angular aws cloud software
Technical manage,Technical manager,"•	Experience in Java-J2EE, Spring, Hibernate, Restful services","{spring,java}","{""Hyderabad ""}",JDTM2231,Active,High,INR,Work from Office,Permanent,experience spring hibernate restful service spring java
Technical manager ,Technical manager ,"•	Experience in Java-J2EE, Spring, Hibernate, Restful services
•	Web Services Development using Rest","{Java,spring,Hibernate}","{""Hyderabad ""}",JDTM2291,Active,High,INR,Work from Office,Permanent,experience spring hibernate restful service web service development using rest java spring hibernate
Talent pool of Bcom Mcom MBA Fin freshers,Talent pool of Bcom Mcom MBA Fin freshers,"Job Description:

Junior process associate JD
Job Location: Pratik Teck park E-city phase 1

Job role:

This role is for non-voice accounts payable/ Accounts Receivables/Record to Report Process in Accounting KPO domain.
Candidates will be working on Billing, Procure to Pay, Order to cash, GL or other accounting processes.
Involved in processing the invoices, verification, making payments, timely follow-ups, validations, reconciliations, vendor Management, quality checks, etc. depending on the process.
Expectations:
Looking for candidates with very good communication skills.
B.Com, MBA finance, M.Com freshers with very good knowledge on basics of accounting.
Flexible with US/ Night shift and rotational shift (One side cab is provided for night shifts)
Immediate joiners only.

Skills
Accounts payable, ACCOUNT RECEIVABLE, GENERAL LEDGER","{""Accounts Payable"",""Accounts Receivable"",""General Ledger""}",{Bangalore},JDTP8009,active,High,INR,Work from Office,Permanent,job description junior process associate jd job location pratik teck park phase job role role account account report process accounting kpo domain candidate working billing procure pay order cash gl accounting process involved processing invoice verification making payment timely validation reconciliation vendor management quality check etc depending process expectation looking candidate good communication skill mba finance fresher good knowledge basic accounting flexible night shift rotational shift one side cab provided night shift immediate joiner skill account payable account receivable general ledger account payable account receivable general ledger
Technical Recruiter,Technical Recruiter,"Classification: All - Finance / Accounts / Investment Banking

Skills Required: Recruiting,Full-Cycle Recruiting

Job Description
Technical Recruiter
Total and Relevant year of experience: 3-5 Years
Salary: 6 LPA max
Notice Period: Immediate - 15 days
Location: Work from Office - Bangalore location
Education Background: B.E. Comp. Science
Interview process: 1st round virtual. Final round On-site mandatory
No. of Interview Rounds: 2 rounds

Manadatory Skills:-
1. Must have knowledge of Computer Landscapes architecture.
2. Must be familiar with at least 4 technologies. Refer the Tech-List - ( Full Stack ,Front-end, Back-end, Database, Cloud, Operating system, Virtualization, Project management and processes, SAP , CRM , SFDC )                                                          
3. Excellent written and verbal communication skills.                                                                                          
4. Good knowledge of Microsoft Office.                                                     
5. Analytical skills.                                                                     
6. Should be a Technical Recruiter                               
7. Technical assessment of profiles before submitting to the customer","{Recruiting,""Full Cycle Recruiting""}","{""Bangalore Urban""}",JDTR9661,active,High,INR,Work from Office,Permanent,classification finance account investment banking skill required recruiting recruiting job description technical recruiter total relevant year experience year salary lpa max notice period immediate day location work office bangalore location education background comp science interview process round virtual final round mandatory interview round round manadatory skill must knowledge computer landscape architecture must familiar least technology refer full stack database cloud operating system virtualization project management process sap crm sfdc excellent written verbal communication skill good knowledge microsoft office analytical skill technical recruiter technical assessment profile submitting customer recruiting full cycle recruiting
Technical Recruiter,ITrecruiter,"Should have strong communication skills
Should have 6 months to 1 year experience as IT recruiter","{""IT recruitment"",""communication skills""}",{hyderabad},JDTR9754,Active,High,INR,Work from Home,Permanent,strong communication skill month year experience recruiter recruitment communication skill
